Rank,English_Meaning,Language_A,Word_A,Language_B,Word_B,Similarity_Score,Pattern_Detected
4127,debate,ca,debat,pt,debate,0.909,delta: '' vs 'e'
4127,debate,ca,debat,ro,dezbate,0.833,delta: 'bat' vs 'zbate'
4127,debate,es,debate,fr,débat,0.727,delta: 'ebate' vs 'ébat'
4127,debate,es,debate,ro,dezbate,0.923,delta: '' vs 'z'
4127,debate,fr,débat,gl,debate,0.727,delta: 'ébat' vs 'ebate'
4127,debate,fr,débat,pt,debate,0.727,delta: 'ébat' vs 'ebate'
4127,debate,gl,debate,ro,dezbate,0.923,delta: '' vs 'z'
4127,debate,pt,debate,ro,dezbate,0.923,delta: '' vs 'z'
4128,output,ca,sortida,fr,sortir,0.769,delta: 'da' vs 'r'
4129,parliament,en,parliament,ca,parlament,0.947,delta: 'i' vs ''
4129,parliament,en,parliament,es,parlamento,0.900,delta: 'iament' vs 'amento'
4129,parliament,en,parliament,fr,parlement,0.842,delta: 'ia' vs 'e'
4129,parliament,en,parliament,gl,parlamento,0.900,delta: 'iament' vs 'amento'
4129,parliament,en,parliament,it,parlamento,0.900,delta: 'iament' vs 'amento'
4129,parliament,en,parliament,pt,parlamento,0.900,delta: 'iament' vs 'amento'
4129,parliament,en,parliament,ro,parlament,0.947,delta: 'i' vs ''
4129,parliament,ca,parlament,es,parlamento,0.947,delta: '' vs 'o'
4129,parliament,ca,parlament,fr,parlement,0.889,delta: 'a' vs 'e'
4129,parliament,ca,parlament,gl,parlamento,0.947,delta: '' vs 'o'
4129,parliament,ca,parlament,it,parlamento,0.947,delta: '' vs 'o'
4129,parliament,ca,parlament,pt,parlamento,0.947,delta: '' vs 'o'
4129,parliament,es,parlamento,fr,parlement,0.842,delta: 'amento' vs 'ement'
4129,parliament,es,parlamento,ro,parlament,0.947,delta: 'o' vs ''
4129,parliament,fr,parlement,gl,parlamento,0.842,delta: 'ement' vs 'amento'
4129,parliament,fr,parlement,it,parlamento,0.842,delta: 'ement' vs 'amento'
4129,parliament,fr,parlement,pt,parlamento,0.842,delta: 'ement' vs 'amento'
4129,parliament,fr,parlement,ro,parlament,0.889,delta: 'e' vs 'a'
4129,parliament,gl,parlamento,ro,parlament,0.947,delta: 'o' vs ''
4129,parliament,it,parlamento,ro,parlament,0.947,delta: 'o' vs ''
4129,parliament,pt,parlamento,ro,parlament,0.947,delta: 'o' vs ''
4130,suite,en,suite,pt,suíte,0.800,delta: 'i' vs 'í'
4130,suite,en,suite,ro,suită,0.800,delta: 'e' vs 'ă'
4130,suite,ca,suite,pt,suíte,0.800,delta: 'i' vs 'í'
4130,suite,ca,suite,ro,suită,0.800,delta: 'e' vs 'ă'
4130,suite,es,suite,pt,suíte,0.800,delta: 'i' vs 'í'
4130,suite,es,suite,ro,suită,0.800,delta: 'e' vs 'ă'
4130,suite,fr,suite,pt,suíte,0.800,delta: 'i' vs 'í'
4130,suite,fr,suite,ro,suită,0.800,delta: 'e' vs 'ă'
4130,suite,gl,suite,pt,suíte,0.800,delta: 'i' vs 'í'
4130,suite,gl,suite,ro,suită,0.800,delta: 'e' vs 'ă'
4130,suite,it,suite,pt,suíte,0.800,delta: 'i' vs 'í'
4130,suite,it,suite,ro,suită,0.800,delta: 'e' vs 'ă'
4131,opposed,en,opposed,fr,opposé,0.769,delta: 'ed' vs 'é'
4131,opposed,ca,oposat,gl,oposto,0.833,delta: 'at' vs 'to'
4131,opposed,ca,oposat,pt,oposto,0.833,delta: 'at' vs 'to'
4131,opposed,es,opuesto,gl,oposto,0.769,delta: 'ue' vs 'o'
4131,opposed,es,opuesto,pt,oposto,0.769,delta: 'ue' vs 'o'
4131,opposed,es,opuesto,ro,opus,0.727,delta: 'esto' vs 's'
4132,fold,ca,plegar,fr,plier,0.727,delta: 'ega' vs 'ie'
4132,fold,ca,plegar,it,piega,0.727,delta: 'legar' vs 'iega'
4133,separation,en,separation,ca,separació,0.737,delta: 'tion' vs 'ció'
4133,separation,en,separation,es,separación,0.800,delta: 'tio' vs 'ció'
4133,separation,en,separation,fr,séparation,0.900,delta: 'e' vs 'é'
4133,separation,en,separation,gl,separación,0.800,delta: 'tio' vs 'ció'
4133,separation,en,separation,it,separazione,0.857,delta: 'tion' vs 'zione'
4133,separation,en,separation,pt,separação,0.737,delta: 'tion' vs 'ção'
4133,separation,ca,separació,es,separación,0.947,delta: '' vs 'n'
4133,separation,ca,separació,gl,separación,0.947,delta: '' vs 'n'
4133,separation,ca,separació,ro,separare,0.706,delta: 'ció' vs 're'
4133,separation,es,separación,it,separazione,0.762,delta: 'ción' vs 'zione'
4133,separation,fr,séparation,it,separazione,0.762,delta: 'éparation' vs 'eparazione'
4133,separation,gl,separación,it,separazione,0.762,delta: 'ción' vs 'zione'
4133,separation,it,separazione,ro,separare,0.737,delta: 'zion' vs 'r'
4133,separation,pt,separação,ro,separare,0.706,delta: 'ção' vs 're'
4134,demon,en,demon,ca,dimoni,0.727,delta: 'emon' vs 'imoni'
4134,demon,en,demon,es,demonio,0.833,delta: '' vs 'io'
4134,demon,en,demon,fr,démon,0.800,delta: 'e' vs 'é'
4134,demon,en,demon,gl,demo,0.889,delta: 'n' vs ''
4134,demon,en,demon,it,demone,0.909,delta: '' vs 'e'
4134,demon,ca,dimoni,es,demonio,0.769,delta: 'imoni' vs 'emonio'
4134,demon,ca,dimoni,fr,démon,0.727,delta: 'imoni' vs 'émon'
4134,demon,ca,dimoni,ro,demon,0.727,delta: 'imoni' vs 'emon'
4134,demon,es,demonio,gl,demo,0.727,delta: 'nio' vs ''
4134,demon,es,demonio,it,demone,0.769,delta: 'io' vs 'e'
4134,demon,es,demonio,pt,demônio,0.857,delta: 'o' vs 'ô'
4134,demon,es,demonio,ro,demon,0.833,delta: 'io' vs ''
4134,demon,fr,démon,it,demone,0.727,delta: 'émon' vs 'emone'
4134,demon,fr,démon,ro,demon,0.800,delta: 'é' vs 'e'
4134,demon,gl,demo,it,demone,0.800,delta: '' vs 'ne'
4134,demon,gl,demo,pt,demônio,0.727,delta: '' vs 'ôni'
4134,demon,gl,demo,ro,demon,0.889,delta: '' vs 'n'
4134,demon,it,demone,ro,demon,0.909,delta: 'e' vs ''
4135,eating,es,comiendo,gl,comendo,0.933,delta: 'i' vs ''
4135,eating,es,comiendo,pt,comendo,0.933,delta: 'i' vs ''
4136,structural,en,structural,ca,estructural,0.952,delta: '' vs 'e'
4136,structural,en,structural,es,estructural,0.952,delta: '' vs 'e'
4136,structural,en,structural,gl,estrutural,0.900,delta: 'struc' vs 'estru'
4136,structural,en,structural,it,strutturale,0.857,delta: 'ctural' vs 'tturale'
4136,structural,en,structural,pt,estrutural,0.900,delta: 'struc' vs 'estru'
4136,structural,ca,estructural,gl,estrutural,0.952,delta: 'c' vs ''
4136,structural,ca,estructural,it,strutturale,0.818,delta: 'estructural' vs 'strutturale'
4136,structural,ca,estructural,pt,estrutural,0.952,delta: 'c' vs ''
4136,structural,ca,estructural,ro,structural,0.952,delta: 'e' vs ''
4136,structural,es,estructural,gl,estrutural,0.952,delta: 'c' vs ''
4136,structural,es,estructural,it,strutturale,0.818,delta: 'estructural' vs 'strutturale'
4136,structural,es,estructural,pt,estrutural,0.952,delta: 'c' vs ''
4136,structural,es,estructural,ro,structural,0.952,delta: 'e' vs ''
4136,structural,gl,estrutural,it,strutturale,0.857,delta: 'estrutural' vs 'strutturale'
4136,structural,gl,estrutural,ro,structural,0.900,delta: 'estru' vs 'struc'
4136,structural,it,strutturale,pt,estrutural,0.857,delta: 'strutturale' vs 'estrutural'
4136,structural,it,strutturale,ro,structural,0.857,delta: 'tturale' vs 'ctural'
4136,structural,pt,estrutural,ro,structural,0.900,delta: 'estru' vs 'struc'
4137,besides,es,además,gl,ademais,0.769,delta: 'á' vs 'ai'
4138,equality,ca,igualtat,es,igualdad,0.750,delta: 'tat' vs 'dad'
4138,equality,ca,igualtat,gl,igualdade,0.706,delta: 'tat' vs 'dade'
4138,equality,ca,igualtat,pt,igualdade,0.706,delta: 'tat' vs 'dade'
4138,equality,ca,igualtat,ro,egalitate,0.706,delta: 'igualtat' vs 'egalitate'
4138,equality,es,igualdad,gl,igualdade,0.941,delta: '' vs 'e'
4138,equality,es,igualdad,pt,igualdade,0.941,delta: '' vs 'e'
4139,logical,en,logical,it,logico,0.769,delta: 'al' vs 'o'
4139,logical,en,logical,ro,logic,0.833,delta: 'al' vs ''
4139,logical,ca,lògic,es,lógico,0.727,delta: 'ògic' vs 'ógico'
4139,logical,ca,lògic,it,logico,0.727,delta: 'ògic' vs 'ogico'
4139,logical,ca,lògic,pt,lógico,0.727,delta: 'ògic' vs 'ógico'
4139,logical,ca,lògic,ro,logic,0.800,delta: 'ò' vs 'o'
4139,logical,es,lógico,gl,lóxico,0.833,delta: 'g' vs 'x'
4139,logical,es,lógico,it,logico,0.833,delta: 'ó' vs 'o'
4139,logical,es,lógico,ro,logic,0.727,delta: 'ógico' vs 'ogic'
4139,logical,gl,lóxico,pt,lógico,0.833,delta: 'x' vs 'g'
4139,logical,it,logico,pt,lógico,0.833,delta: 'o' vs 'ó'
4139,logical,it,logico,ro,logic,0.909,delta: 'o' vs ''
4139,logical,pt,lógico,ro,logic,0.727,delta: 'ógico' vs 'ogic'
4140,probability,en,probability,ca,probabilitat,0.870,delta: 'y' vs 'at'
4140,probability,en,probability,es,probabilidad,0.783,delta: 'ty' vs 'dad'
4140,probability,en,probability,fr,probabilité,0.909,delta: 'y' vs 'é'
4140,probability,en,probability,gl,probabilidade,0.750,delta: 'ty' vs 'dade'
4140,probability,en,probability,it,probabilità,0.909,delta: 'y' vs 'à'
4140,probability,en,probability,pt,probabilidade,0.750,delta: 'ty' vs 'dade'
4140,probability,en,probability,ro,probabilitate,0.833,delta: 'y' vs 'ate'
4140,probability,ca,probabilitat,es,probabilidad,0.833,delta: 'tat' vs 'dad'
4140,probability,ca,probabilitat,fr,probabilité,0.870,delta: 'at' vs 'é'
4140,probability,ca,probabilitat,gl,probabilidade,0.800,delta: 'tat' vs 'dade'
4140,probability,ca,probabilitat,it,probabilità,0.870,delta: 'at' vs 'à'
4140,probability,ca,probabilitat,pt,probabilidade,0.800,delta: 'tat' vs 'dade'
4140,probability,ca,probabilitat,ro,probabilitate,0.960,delta: '' vs 'e'
4140,probability,es,probabilidad,fr,probabilité,0.783,delta: 'dad' vs 'té'
4140,probability,es,probabilidad,gl,probabilidade,0.960,delta: '' vs 'e'
4140,probability,es,probabilidad,it,probabilità,0.783,delta: 'dad' vs 'tà'
4140,probability,es,probabilidad,pt,probabilidade,0.960,delta: '' vs 'e'
4140,probability,es,probabilidad,ro,probabilitate,0.800,delta: 'dad' vs 'tate'
4140,probability,fr,probabilité,gl,probabilidade,0.750,delta: 'té' vs 'dade'
4140,probability,fr,probabilité,it,probabilità,0.909,delta: 'é' vs 'à'
4140,probability,fr,probabilité,pt,probabilidade,0.750,delta: 'té' vs 'dade'
4140,probability,fr,probabilité,ro,probabilitate,0.833,delta: 'é' vs 'ate'
4140,probability,gl,probabilidade,it,probabilità,0.750,delta: 'dade' vs 'tà'
4140,probability,gl,probabilidade,ro,probabilitate,0.846,delta: 'dad' vs 'tat'
4140,probability,it,probabilità,pt,probabilidade,0.750,delta: 'tà' vs 'dade'
4140,probability,it,probabilità,ro,probabilitate,0.833,delta: 'à' vs 'ate'
4140,probability,pt,probabilidade,ro,probabilitate,0.846,delta: 'dad' vs 'tat'
4141,await,gl,agardar,pt,aguardam,0.800,delta: 'ardar' vs 'uardam'
4142,generous,en,generous,ca,generós,0.800,delta: 'ou' vs 'ó'
4142,generous,en,generous,es,generoso,0.875,delta: 'us' vs 'so'
4142,generous,en,generous,gl,xeneroso,0.750,delta: 'generous' vs 'xeneroso'
4142,generous,en,generous,it,generoso,0.875,delta: 'us' vs 'so'
4142,generous,en,generous,pt,generoso,0.875,delta: 'us' vs 'so'
4142,generous,en,generous,ro,generos,0.933,delta: 'u' vs ''
4142,generous,ca,generós,es,generoso,0.800,delta: 'ós' vs 'oso'
4142,generous,ca,generós,it,generoso,0.800,delta: 'ós' vs 'oso'
4142,generous,ca,generós,pt,generoso,0.800,delta: 'ós' vs 'oso'
4142,generous,ca,generós,ro,generos,0.857,delta: 'ó' vs 'o'
4142,generous,es,generoso,gl,xeneroso,0.875,delta: 'g' vs 'x'
4142,generous,es,generoso,ro,generos,0.933,delta: 'o' vs ''
4142,generous,gl,xeneroso,it,generoso,0.875,delta: 'x' vs 'g'
4142,generous,gl,xeneroso,pt,generoso,0.875,delta: 'x' vs 'g'
4142,generous,gl,xeneroso,ro,generos,0.800,delta: 'xeneroso' vs 'generos'
4142,generous,it,generoso,ro,generos,0.933,delta: 'o' vs ''
4142,generous,pt,generoso,ro,generos,0.933,delta: 'o' vs ''
4143,acquisition,en,acquisition,es,adquisición,0.727,delta: 'cquisitio' vs 'dquisició'
4143,acquisition,en,acquisition,gl,adquisición,0.727,delta: 'cquisitio' vs 'dquisició'
4143,acquisition,en,acquisition,it,acquisizione,0.870,delta: 'tion' vs 'zione'
4143,acquisition,ca,adquisició,es,adquisición,0.952,delta: '' vs 'n'
4143,acquisition,ca,adquisició,gl,adquisición,0.952,delta: '' vs 'n'
4143,acquisition,es,adquisición,fr,acquisition,0.727,delta: 'dquisició' vs 'cquisitio'
4143,acquisition,fr,acquisition,gl,adquisición,0.727,delta: 'cquisitio' vs 'dquisició'
4143,acquisition,fr,acquisition,it,acquisizione,0.870,delta: 'tion' vs 'zione'
4144,custody,en,custody,es,custodia,0.800,delta: 'y' vs 'ia'
4144,custody,en,custody,gl,custodia,0.800,delta: 'y' vs 'ia'
4144,custody,en,custody,it,custodia,0.800,delta: 'y' vs 'ia'
4144,custody,en,custody,ro,custodie,0.800,delta: 'y' vs 'ie'
4144,custody,ca,custòdia,es,custodia,0.875,delta: 'ò' vs 'o'
4144,custody,ca,custòdia,gl,custodia,0.875,delta: 'ò' vs 'o'
4144,custody,ca,custòdia,it,custodia,0.875,delta: 'ò' vs 'o'
4144,custody,ca,custòdia,pt,custódia,0.875,delta: 'ò' vs 'ó'
4144,custody,ca,custòdia,ro,custodie,0.750,delta: 'òdia' vs 'odie'
4144,custody,es,custodia,pt,custódia,0.875,delta: 'o' vs 'ó'
4144,custody,es,custodia,ro,custodie,0.875,delta: 'a' vs 'e'
4144,custody,gl,custodia,pt,custódia,0.875,delta: 'o' vs 'ó'
4144,custody,gl,custodia,ro,custodie,0.875,delta: 'a' vs 'e'
4144,custody,it,custodia,pt,custódia,0.875,delta: 'o' vs 'ó'
4144,custody,it,custodia,ro,custodie,0.875,delta: 'a' vs 'e'
4144,custody,pt,custódia,ro,custodie,0.750,delta: 'ódia' vs 'odie'
4145,compromise,en,compromise,ca,compromís,0.842,delta: 'ise' vs 'ís'
4145,compromise,en,compromise,es,compromiso,0.900,delta: 'e' vs 'o'
4145,compromise,en,compromise,gl,compromiso,0.900,delta: 'e' vs 'o'
4145,compromise,en,compromise,it,compromesso,0.762,delta: 'ise' vs 'esso'
4145,compromise,en,compromise,pt,compromisso,0.857,delta: 'e' vs 'so'
4145,compromise,en,compromise,ro,compromite,0.900,delta: 's' vs 't'
4145,compromise,ca,compromís,es,compromiso,0.842,delta: 'ís' vs 'iso'
4145,compromise,ca,compromís,gl,compromiso,0.842,delta: 'ís' vs 'iso'
4145,compromise,ca,compromís,it,compromesso,0.800,delta: 'ís' vs 'esso'
4145,compromise,ca,compromís,pt,compromisso,0.800,delta: 'ís' vs 'isso'
4145,compromise,ca,compromís,ro,compromite,0.737,delta: 'ís' vs 'ite'
4145,compromise,es,compromiso,it,compromesso,0.857,delta: 'i' vs 'es'
4145,compromise,es,compromiso,pt,compromisso,0.952,delta: '' vs 's'
4145,compromise,es,compromiso,ro,compromite,0.800,delta: 'so' vs 'te'
4145,compromise,gl,compromiso,it,compromesso,0.857,delta: 'i' vs 'es'
4145,compromise,gl,compromiso,pt,compromisso,0.952,delta: '' vs 's'
4145,compromise,gl,compromiso,ro,compromite,0.800,delta: 'so' vs 'te'
4145,compromise,it,compromesso,pt,compromisso,0.909,delta: 'e' vs 'i'
4145,compromise,it,compromesso,ro,compromite,0.762,delta: 'esso' vs 'ite'
4145,compromise,pt,compromisso,ro,compromite,0.762,delta: 'sso' vs 'te'
4146,greet,ca,saludar,fr,saluer,0.769,delta: 'da' vs 'e'
4146,greet,ca,saludar,gl,saudar,0.923,delta: 'l' vs ''
4146,greet,ca,saludar,it,salutare,0.800,delta: 'dar' vs 'tare'
4146,greet,ca,saludar,pt,saudar,0.923,delta: 'l' vs ''
4146,greet,es,saludar,fr,saluer,0.769,delta: 'da' vs 'e'
4146,greet,es,saludar,gl,saudar,0.923,delta: 'l' vs ''
4146,greet,es,saludar,it,salutare,0.800,delta: 'dar' vs 'tare'
4146,greet,es,saludar,pt,saudar,0.923,delta: 'l' vs ''
4146,greet,fr,saluer,it,salutare,0.714,delta: 'er' vs 'tare'
4146,greet,fr,saluer,ro,salut,0.727,delta: 'er' vs 't'
4146,greet,gl,saudar,it,salutare,0.714,delta: 'udar' vs 'lutare'
4146,greet,it,salutare,pt,saudar,0.714,delta: 'lutare' vs 'udar'
4146,greet,it,salutare,ro,salut,0.769,delta: 'are' vs ''
4148,judicial,en,judicial,fr,judiciaire,0.778,delta: 'l' vs 'ire'
4148,judicial,en,judicial,gl,xudicial,0.875,delta: 'j' vs 'x'
4148,judicial,en,judicial,ro,judiciar,0.875,delta: 'l' vs 'r'
4148,judicial,ca,judicial,fr,judiciaire,0.778,delta: 'l' vs 'ire'
4148,judicial,ca,judicial,gl,xudicial,0.875,delta: 'j' vs 'x'
4148,judicial,ca,judicial,ro,judiciar,0.875,delta: 'l' vs 'r'
4148,judicial,es,judicial,fr,judiciaire,0.778,delta: 'l' vs 'ire'
4148,judicial,es,judicial,gl,xudicial,0.875,delta: 'j' vs 'x'
4148,judicial,es,judicial,ro,judiciar,0.875,delta: 'l' vs 'r'
4148,judicial,fr,judiciaire,pt,judicial,0.778,delta: 'ire' vs 'l'
4148,judicial,fr,judiciaire,ro,judiciar,0.889,delta: 'ire' vs 'r'
4148,judicial,gl,xudicial,pt,judicial,0.875,delta: 'x' vs 'j'
4148,judicial,gl,xudicial,ro,judiciar,0.750,delta: 'xudicial' vs 'judiciar'
4148,judicial,pt,judicial,ro,judiciar,0.875,delta: 'l' vs 'r'
4150,insane,en,insane,pt,insano,0.833,delta: 'e' vs 'o'
4151,realistic,en,realistic,ca,realista,0.824,delta: 'ic' vs 'a'
4151,realistic,en,realistic,es,realista,0.824,delta: 'ic' vs 'a'
4151,realistic,en,realistic,fr,réaliste,0.706,delta: 'ealistic' vs 'éaliste'
4151,realistic,en,realistic,gl,realista,0.824,delta: 'ic' vs 'a'
4151,realistic,en,realistic,it,realistico,0.947,delta: '' vs 'o'
4151,realistic,en,realistic,pt,realista,0.824,delta: 'ic' vs 'a'
4151,realistic,en,realistic,ro,realist,0.875,delta: 'ic' vs ''
4151,realistic,ca,realista,fr,réaliste,0.750,delta: 'ealista' vs 'éaliste'
4151,realistic,ca,realista,it,realistico,0.778,delta: 'a' vs 'ico'
4151,realistic,ca,realista,ro,realist,0.933,delta: 'a' vs ''
4151,realistic,es,realista,fr,réaliste,0.750,delta: 'ealista' vs 'éaliste'
4151,realistic,es,realista,it,realistico,0.778,delta: 'a' vs 'ico'
4151,realistic,es,realista,ro,realist,0.933,delta: 'a' vs ''
4151,realistic,fr,réaliste,gl,realista,0.750,delta: 'éaliste' vs 'ealista'
4151,realistic,fr,réaliste,pt,realista,0.750,delta: 'éaliste' vs 'ealista'
4151,realistic,fr,réaliste,ro,realist,0.800,delta: 'éaliste' vs 'ealist'
4151,realistic,gl,realista,it,realistico,0.778,delta: 'a' vs 'ico'
4151,realistic,gl,realista,ro,realist,0.933,delta: 'a' vs ''
4151,realistic,it,realistico,pt,realista,0.778,delta: 'ico' vs 'a'
4151,realistic,it,realistico,ro,realist,0.824,delta: 'ico' vs ''
4151,realistic,pt,realista,ro,realist,0.933,delta: 'a' vs ''
4152,wake,ca,despertar,gl,espertar,0.941,delta: 'd' vs ''
4152,wake,es,despertar,gl,espertar,0.941,delta: 'd' vs ''
4153,assemble,en,assemble,fr,assembler,0.941,delta: '' vs 'r'
4153,assemble,en,assemble,it,assemblare,0.889,delta: '' vs 'ar'
4153,assemble,ca,muntar,gl,montar,0.833,delta: 'u' vs 'o'
4153,assemble,ca,muntar,pt,montar,0.833,delta: 'u' vs 'o'
4153,assemble,fr,assembler,it,assemblare,0.842,delta: 'er' vs 'are'
4153,assemble,it,assemblare,ro,asambla,0.706,delta: 'semblare' vs 'ambla'
4154,necessity,en,necessity,ca,necessitat,0.842,delta: 'y' vs 'at'
4154,necessity,en,necessity,fr,nécessité,0.778,delta: 'ecessity' vs 'écessité'
4154,necessity,en,necessity,it,necessità,0.889,delta: 'y' vs 'à'
4154,necessity,en,necessity,ro,necesitate,0.737,delta: 'sity' vs 'itate'
4154,necessity,ca,necessitat,es,necesidad,0.737,delta: 'sitat' vs 'idad'
4154,necessity,ca,necessitat,fr,nécessité,0.737,delta: 'ecessitat' vs 'écessité'
4154,necessity,ca,necessitat,it,necessità,0.842,delta: 'at' vs 'à'
4154,necessity,ca,necessitat,pt,necessidade,0.762,delta: 'tat' vs 'dade'
4154,necessity,ca,necessitat,ro,necesitate,0.900,delta: 'sitat' vs 'itate'
4154,necessity,es,necesidad,gl,necesidade,0.947,delta: '' vs 'e'
4154,necessity,es,necesidad,pt,necessidade,0.900,delta: 'idad' vs 'sidade'
4154,necessity,es,necesidad,ro,necesitate,0.737,delta: 'dad' vs 'tate'
4154,necessity,fr,nécessité,it,necessità,0.778,delta: 'écessité' vs 'ecessità'
4154,necessity,gl,necesidade,pt,necessidade,0.952,delta: '' vs 's'
4154,necessity,gl,necesidade,ro,necesitate,0.800,delta: 'dad' vs 'tat'
4154,necessity,it,necessità,ro,necesitate,0.737,delta: 'sità' vs 'itate'
4154,necessity,pt,necessidade,ro,necesitate,0.762,delta: 'sidad' vs 'itat'
4155,horn,en,horn,ro,corn,0.750,delta: 'h' vs 'c'
4155,horn,fr,Corne,it,Corno,0.800,delta: 'e' vs 'o'
4155,horn,gl,corno,it,Corno,0.800,delta: 'c' vs 'C'
4155,horn,gl,corno,ro,corn,0.889,delta: 'o' vs ''
4156,parameter,en,parameter,ca,paràmetre,0.778,delta: 'ameter' vs 'àmetre'
4156,parameter,en,parameter,es,parámetro,0.778,delta: 'ameter' vs 'ámetro'
4156,parameter,en,parameter,gl,parámetro,0.778,delta: 'ameter' vs 'ámetro'
4156,parameter,en,parameter,it,parametro,0.889,delta: 'er' vs 'ro'
4156,parameter,en,parameter,pt,parâmetro,0.778,delta: 'ameter' vs 'âmetro'
4156,parameter,en,parameter,ro,parametru,0.889,delta: 'er' vs 'ru'
4156,parameter,ca,paràmetre,es,parámetro,0.778,delta: 'àmetre' vs 'ámetro'
4156,parameter,ca,paràmetre,fr,paramètre,0.778,delta: 'àme' vs 'amè'
4156,parameter,ca,paràmetre,gl,parámetro,0.778,delta: 'àmetre' vs 'ámetro'
4156,parameter,ca,paràmetre,it,parametro,0.778,delta: 'àmetre' vs 'ametro'
4156,parameter,ca,paràmetre,pt,parâmetro,0.778,delta: 'àmetre' vs 'âmetro'
4156,parameter,ca,paràmetre,ro,parametru,0.778,delta: 'àmetre' vs 'ametru'
4156,parameter,es,parámetro,it,parametro,0.889,delta: 'á' vs 'a'
4156,parameter,es,parámetro,pt,parâmetro,0.889,delta: 'á' vs 'â'
4156,parameter,es,parámetro,ro,parametru,0.778,delta: 'ámetro' vs 'ametru'
4156,parameter,fr,paramètre,it,parametro,0.778,delta: 'ètre' vs 'etro'
4156,parameter,fr,paramètre,ro,parametru,0.778,delta: 'ètre' vs 'etru'
4156,parameter,gl,parámetro,it,parametro,0.889,delta: 'á' vs 'a'
4156,parameter,gl,parámetro,pt,parâmetro,0.889,delta: 'á' vs 'â'
4156,parameter,gl,parámetro,ro,parametru,0.778,delta: 'ámetro' vs 'ametru'
4156,parameter,it,parametro,pt,parâmetro,0.889,delta: 'a' vs 'â'
4156,parameter,it,parametro,ro,parametru,0.889,delta: 'o' vs 'u'
4156,parameter,pt,parâmetro,ro,parametru,0.778,delta: 'âmetro' vs 'ametru'
4158,modify,en,modify,fr,modifier,0.714,delta: 'y' vs 'ier'
4158,modify,en,modify,ro,modifica,0.714,delta: 'y' vs 'ica'
4158,modify,ca,modificar,fr,modifier,0.824,delta: 'ca' vs 'e'
4158,modify,ca,modificar,it,modificare,0.947,delta: '' vs 'e'
4158,modify,ca,modificar,ro,modifica,0.941,delta: 'r' vs ''
4158,modify,es,modificar,fr,modifier,0.824,delta: 'ca' vs 'e'
4158,modify,es,modificar,it,modificare,0.947,delta: '' vs 'e'
4158,modify,es,modificar,ro,modifica,0.941,delta: 'r' vs ''
4158,modify,fr,modifier,gl,modificar,0.824,delta: 'e' vs 'ca'
4158,modify,fr,modifier,it,modificare,0.778,delta: 'er' vs 'care'
4158,modify,fr,modifier,pt,modificar,0.824,delta: 'e' vs 'ca'
4158,modify,fr,modifier,ro,modifica,0.750,delta: 'er' vs 'ca'
4158,modify,gl,modificar,it,modificare,0.947,delta: '' vs 'e'
4158,modify,gl,modificar,ro,modifica,0.941,delta: 'r' vs ''
4158,modify,it,modificare,pt,modificar,0.947,delta: 'e' vs ''
4158,modify,it,modificare,ro,modifica,0.889,delta: 're' vs ''
4158,modify,pt,modificar,ro,modifica,0.941,delta: 'r' vs ''
4159,signal,en,signal,gl,sinal,0.909,delta: 'g' vs ''
4159,signal,en,signal,it,segnale,0.769,delta: 'ignal' vs 'egnale'
4159,signal,en,signal,pt,sinal,0.909,delta: 'g' vs ''
4159,signal,ca,senyal,es,señal,0.727,delta: 'ny' vs 'ñ'
4159,signal,ca,senyal,gl,sinal,0.727,delta: 'eny' vs 'in'
4159,signal,ca,senyal,it,segnale,0.769,delta: 'nyal' vs 'gnale'
4159,signal,ca,senyal,pt,sinal,0.727,delta: 'eny' vs 'in'
4159,signal,ca,senyal,ro,semnal,0.833,delta: 'ny' vs 'mn'
4159,signal,es,señal,ro,semnal,0.727,delta: 'ñ' vs 'mn'
4159,signal,fr,signal,gl,sinal,0.909,delta: 'g' vs ''
4159,signal,fr,signal,it,segnale,0.769,delta: 'ignal' vs 'egnale'
4159,signal,fr,signal,pt,sinal,0.909,delta: 'g' vs ''
4159,signal,gl,sinal,ro,semnal,0.727,delta: 'i' vs 'em'
4159,signal,it,segnale,ro,semnal,0.769,delta: 'gnale' vs 'mnal'
4159,signal,pt,sinal,ro,semnal,0.727,delta: 'i' vs 'em'
4161,mathematics,en,mathematics,es,matemáticas,0.818,delta: 'hematic' vs 'emática'
4161,mathematics,en,mathematics,fr,mathématiques,0.750,delta: 'ematic' vs 'ématique'
4161,mathematics,en,mathematics,gl,matemáticas,0.818,delta: 'hematic' vs 'emática'
4161,mathematics,en,mathematics,it,matematica,0.857,delta: 'hematics' vs 'ematica'
4161,mathematics,en,mathematics,pt,matemática,0.762,delta: 'hematics' vs 'emática'
4161,mathematics,en,mathematics,ro,matematică,0.857,delta: 'hematics' vs 'ematică'
4161,mathematics,ca,matemàtiques,fr,mathématiques,0.800,delta: 'emà' vs 'héma'
4161,mathematics,es,matemáticas,it,matematica,0.857,delta: 'áticas' vs 'atica'
4161,mathematics,es,matemáticas,pt,matemática,0.952,delta: 's' vs ''
4161,mathematics,es,matemáticas,ro,matematică,0.762,delta: 'áticas' vs 'atică'
4161,mathematics,gl,matemáticas,it,matematica,0.857,delta: 'áticas' vs 'atica'
4161,mathematics,gl,matemáticas,pt,matemática,0.952,delta: 's' vs ''
